Project,ID,File/Section,Context,Text,Interpreted Constraint,Operands,Enforcing Statement,Enforcing Statement CIP,Constraint Type,Data Set
swarm-2.8.11,SWA-1,swarm_v2.txt,"The Japanese WIN format does not contain station or time zone information. This information can be
provided through a configuration file that Swarm will prompt for when opening WIN files. By default,
the file open dialog will filter on .config extension but the configuration file can be called anything and
located anywhere. The first line of the file must contain the time zone, followed by the name for each
channel in the files. If specified time zone is not valid it will default to ‘GMT’. If configuration file is not
available or readable it will default to ‘UTC’. Abbreviations may work, but it is recommended to use the
full time zone name (e.g. Americas/New_York, Atlantic/Reykjavik).","By default, the file open dialog will filter on .config extension",Dialog.fileFilter is “.config” by default,"file open dialog, .config extension",src/main/java/gov/usgs/volcanoes/swarm/data/FileDataSource.java:204,constant-argument,concrete-value,CDS
swarm-2.8.11,SWA-10,swarm_v2.txt,"Spectra Options
...
Manual scale y-axis to scale y-axis manually.",Manual scale y-axis to scale y-axis manually.,ManualScaleYAxis.enabled = true,"Manual scale y-axis, to",lib/volcano-core/src/main/java/gov/usgs/volcanoes/core/legacy/plot/render/wave/SpectraRenderer.java:157,boolean-property,dual-value-comparison,CDS
swarm-2.8.11,SWA-11,swarm_v2.txt,"Spectrogram Options
...
While SWARM will allow the maximum frequency to be set to any positive value greater than the minimum frequency, this value will adjust automatically if it is greater than the Nyquist frequency of the wave being manipulated.",it is greater than the Nyquist frequency of the wave being manipulated.,MaximumFrequency > NyquistFrequency,"maximum frequency, Nyquist frequency wave",src/main/java/gov/usgs/volcanoes/swarm/wave/WaveViewPanel.java:816,binary-comparison,value-comparison,CDS
swarm-2.8.11,SWA-12,swarm_v2.txt,"Spectrogram Options
...
Log Power, if checked, will set the power scale to log mode.","Log Power, if checked,",LogPower.checked = true,"Log Power, checked",lib/volcano-core/src/main/java/gov/usgs/volcanoes/core/legacy/plot/render/wave/SpectraRenderer.java:123,boolean-property,dual-value-comparison,CDS
swarm-2.8.11,SWA-13,swarm_v2.txt,"Spectrogram Options
...
Auto scale power to scale power automatically.",Auto scale power to scale power automatically.,AutoScalePower.enabled = true,"Auto scale power, to",lib/volcano-core/src/main/java/gov/usgs/volcanoes/core/legacy/plot/render/wave/SpectrogramRenderer.java:191,boolean-property,dual-value-comparison,CDS
swarm-2.8.11,SWA-14,swarm_v2.txt,"Spectrogram Options
...
Power range to use if manual scale power is enabled. This determines the minimum and
maximum to use on the color scale if power is scaled manually.",manual scale power is enabled.,ManualScalePower.enabled = true,"manual scale power, enabled",lib/volcano-core/src/main/java/gov/usgs/volcanoes/core/legacy/plot/render/wave/SpectrogramRenderer.java:191,boolean-property,dual-value-comparison,CDS
swarm-2.8.11,SWA-15,swarm_v2.txt,"Butterworth Filter
...
Enabled checkbox will turn Butterworth filtering on and off.",Enabled checkbox,ButterworthFiltering.enabled = true,"Enabled, on",src/main/java/gov/usgs/volcanoes/swarm/wave/WaveViewPanel.java:1123,boolean-property,dual-value-comparison,CDS
swarm-2.8.11,SWA-16,swarm_v2.txt,"Butterworth Filter
...
Zero phase shift option runs the specified filter both forward and backward. This eliminates any
phase shift effects due to the filter at the expense of effectively doubling the filter order.",Zero phase shift option,ZeroPhaseShift.enabled = true,"Zero phase shift option, has",lib/volcano-core/src/main/java/gov/usgs/volcanoes/core/data/Wave.java:899,boolean-property,dual-value-comparison,CDS
swarm-2.8.11,SWA-17,swarm_v2.txt,"When the
button is enabled, users are able to make picks for P and S times, and coda start and end
times in the wave and spectrogram view for each panel. To make a pick, right click over the desired pick
time in the appropriate channel, go down the Pick menu, and select the desired pick type.
Locating origin is not yet supported in Swarm.","the button is enabled,",PickModeIcon.enabled = true,"pick mode, enabled",src/main/java/gov/usgs/volcanoes/swarm/wave/WaveViewPanel.java:283,boolean-property,dual-value-comparison,CDS
swarm-2.8.11,SWA-18,swarm_v2.txt,"When doing a P or S pick, users must traverse all the way down the menu tree to determine onset
(Emergent or Impulsive), polarity, and weight (0 to 4) of the pick. The weight selected will be applied as
the lower and upper uncertainty. The amount of time represented by each weight is dependent on each
user’s pick settings. See section 6.2.3.16.2.3 for more information on pick settings. Once a pick is made,
a vertical line will display over the pick time, along with a tag indicating the phase, onset, and polarity.
The uncertainty times will be highlighted.","onset (Emergent or Impulsive),","Onset must be one of: Emergent, Impulsive","onset, Emergent, Impulsive",lib/volcano-core/src/main/java/gov/usgs/volcanoes/core/quakeml/Pick.java:38-46,if-chain,categorical-value,CDS
swarm-2.8.11,SWA-19,swarm_v2.txt,"When doing a P or S pick, users must traverse all the way down the menu tree to determine onset
(Emergent or Impulsive), polarity, and weight (0 to 4) of the pick. The weight selected will be applied as
the lower and upper uncertainty. The amount of time represented by each weight is dependent on each
user’s pick settings. See section 6.2.3.16.2.3 for more information on pick settings. Once a pick is made,
a vertical line will display over the pick time, along with a tag indicating the phase, onset, and polarity.
The uncertainty times will be highlighted.",weight (0 to 4),Pick.weight <= 4,"weight, 4",src/main/java/gov/usgs/volcanoes/swarm/event/PickSettings.java:73,binary-comparison,value-comparison,CDS
swarm-2.8.11,SWA-2,swarm_v2.txt,"The Japanese WIN format does not contain station or time zone information. This information can be
provided through a configuration file that Swarm will prompt for when opening WIN files. By default,
the file open dialog will filter on .config extension but the configuration file can be called anything and
located anywhere. The first line of the file must contain the time zone, followed by the name for each
channel in the files. If specified time zone is not valid it will default to ‘GMT’. If configuration file is not
available or readable it will default to ‘UTC’. Abbreviations may work, but it is recommended to use the
full time zone name (e.g. Americas/New_York, Atlantic/Reykjavik).",configuration file is not available,ConfigurationFile.unavailable = true,"configuration file, not available",lib/volcano-core/src/main/java/gov/usgs/volcanoes/core/data/file/WinDataFile.java:205,null-check,dual-value-comparison,CDS
swarm-2.8.11,SWA-20,swarm_v2.txt,"When Pick Mode is enabled, a Pick Menu is displayed to the right of the pick button. Un-toggling the
pick button will hide the Pick Menu again.","Pick Mode is enabled,",PickMode.enabled = true,"Pick Mode, enabled",src/main/java/gov/usgs/volcanoes/swarm/wave/WaveClipboardFrame.java:283,boolean-property,dual-value-comparison,CDS
swarm-2.8.11,SWA-21,swarm_v2.txt,"Users can provide input to Hypo71 locating algorithm in two ways, through clipboard picks or Hypo71
input file. The recommended way to do earthquake locating is through picks in Swarm. Make at least 1
pick in the clipboard to enable the Use Clipboard Picks option. In order to perform locating using picks,
note the following:",at least 1 pick,AmountOfPicks > 0,"1, pick",src/main/java/gov/usgs/volcanoes/swarm/event/EventDialog.java:974,binary-comparison,value-comparison,CDS
swarm-2.8.11,SWA-22,swarm_v2.txt,"Third Line
If the clipboard is in Pick Mode, the third line will display:
• S-P duration and distance, if P and S phases are picked.
• Coda duration and magnitude, if coda start and end are picked.","the clipboard is in Pick Mode,",Clipboard.isInPickMode = true,"clipboard Pick Mode, is in",src/main/java/gov/usgs/volcanoes/swarm/wave/WaveViewPanel.java:640,boolean-property,dual-value-comparison,CDS
swarm-2.8.11,SWA-23,swarm_v2.txt,"Clicking on
at the bottom of the Data Chooser window will open real-time wave viewer. The white
area to the right shows the lag between now and the last available data at the time of refresh (which
occurs every two seconds.) It is possible to switch between views of 15, 30, 60, 120 (default), 180, 240,
or 300 seconds. The time displayed is UTC. Each wave is in its own window.","120 (default),",Default View value is 120,"time of refresh, 120",src/main/java/gov/usgs/volcanoes/swarm/wave/WaveViewerFrame.java:78,assign-constant,concrete-value,CDS
swarm-2.8.11,SWA-24,swarm_v2.txt,"Event Options
...
Event ratio – The minimum ratio between current and previous value to define event. I.e. current value >= (previous value * event ration)",current value >= (previous value * event ration).,CurrentValue >= previousValue * eventRatio,"previous value, event ration",lib/volcano-core/src/main/java/gov/usgs/volcanoes/core/data/RSAMData.java:202,binary-comparison,value-comparison,CDS
swarm-2.8.11,SWA-25,swarm_v2.txt,"The comma-separated fields are defined as follows:
...
6. South latitude extent (-90 to 90)",South latitude extent (-90,SouthLatitudeExtent >= -90,"South latitude extent, -90",src/main/java/gov/usgs/volcanoes/swarm/map/MapSettingsDialog.java:286,binary-comparison,value-comparison,CDS
swarm-2.8.11,SWA-3,swarm_v2.txt,"Other information shown:
• Y-axis value if in Wave view
• Frequency and Power in Spectra view
• Frequency in Spectrogram view",in Wave view;,Window is in WaveView,"window Wave view, in",src/main/java/gov/usgs/volcanoes/swarm/wave/WaveViewPanel.java:613,binary-comparison,dual-value-comparison,CDS
swarm-2.8.11,SWA-4,swarm_v2.txt,"Axes
...
X is the number of minutes to display along the bottom of the helicorder. Default is 15 minutes.",Default is 15 minutes.,Default value of Minutes is 15,"numbers to display, 15 minutes",src/main/java/gov/usgs/volcanoes/swarm/SwarmConfig.java:351,constant-argument,concrete-value,CDS
swarm-2.8.11,SWA-5,swarm_v2.txt,"Other
...
Refresh is the number of seconds between attempts to refresh the helicorder with the latest data. The default value is 15.",The default value is 15.,Default value of Refresh is 15,"Refresh, 15",src/main/java/gov/usgs/volcanoes/swarm/heli/HelicorderViewerSettings.java:48,assign-constant,concrete-value,CDS
swarm-2.8.11,SWA-6,swarm_v2.txt,"Wave Options
...
Remove bias will remove the mean value from the wave if on. It is enabled by default.",It is enabled by default.,RemoveBias default value is true,"Remove bias, enabled",src/main/java/gov/usgs/volcanoes/swarm/wave/WaveViewSettings.java:103,assign-constant,concrete-value,CDS
swarm-2.8.11,SWA-7,swarm_v2.txt,"Spectra Options
...
While SWARM will allow the maximum frequency to be set to any positive value greater than the minimum frequency, this value will adjust automatically if it is greater than the Nyquist frequency of the wave being manipulated.",it is greater than the Nyquist frequency of the wave being manipulated.,MaximumFrequency > NyquistFrequency,"maximum frequency, Nyquist frequency wave",src/main/java/gov/usgs/volcanoes/swarm/wave/WaveViewPanel.java:816,binary-comparison,value-comparison,CDS
swarm-2.8.11,SWA-8,swarm_v2.txt,"Spectra Options
...
Log Power, if checked, will set the power axis to log mode.","Log Power, if checked,",LogPower.checked = true,"Log Power, checked",src/main/java/gov/usgs/volcanoes/swarm/map/MapMiniPanel.java:829,boolean-property,dual-value-comparison,CDS
swarm-2.8.11,SWA-9,swarm_v2.txt,"Spectra Options
...
Auto scale y-axis to scale y-axis automatically.",Auto scale y-axis to scale y-axis automatically.,AutoScaleYAxis.enabled = true,"Auto scale y-axis, to",lib/volcano-core/src/main/java/gov/usgs/volcanoes/core/legacy/plot/render/wave/SpectraRenderer.java:157,boolean-property,dual-value-comparison,CDS
argouml-0.35.4,UML-1,manual.html.txt,"The titlebar of the window shows the following 4 parts of information, separated from each other by a dash...

The current filename. If no filename for the project is set yet, then the titlebar shows ""Unititled""",no filename for the project is set,Checks that the current project has no filename set,"filename project, set",src/argouml-app/src/org/argouml/ui/ProjectBrowser.java:691,null-empty-check,dual-value-comparison,CDS
argouml-0.35.4,UML-10,manual.html.txt,"In the Notations tab, you are able to set the following fields:
...
Show visibility (clear by default). If this is selected, then ArgoUML will show the visibility
indicators in front of e.g. attributes in the diagram. In UML the notation is ""+"" for public, ""-"" for
private, ""#"" for protected, and ""~"" for package. E.g. for an attribute, it may show: +newAttr :
int.",Show visibility (clear by default).,Sets/Enforces the default value for 'Show visibility' to false,"Show visibility, clear",src/argouml-app/src/org/argouml/notation/NotationSettings.java:139,constant-argument,concrete-value,CDS
argouml-0.35.4,UML-11,manual.html.txt,"In the Notations tab, you are able to set the following fields:
...
Show visibility (clear by default). If this is selected, then ArgoUML will show the visibility indicators in front of e.g. attributes in the diagram. In UML the notation is ""+"" for public, ""-"" for private, ""#"" for protected, and ""~"" for package. E.g. for an attribute, it may show: +newAttr : int.","this is selected,",Checks that 'Show visibility' is enabled,"Show visibility, selected",src/argouml-app/src/org/argouml/notation/providers/uml/AssociationEndNameNotationUml.java:236,boolean-property,dual-value-comparison,CDS
argouml-0.35.4,UML-12,manual.html.txt,"In the Notations tab, you are able to set the following fields:
...
Show multiplicity (clear by default). If this is selected, then ArgoUML will show the multiplicity of e.g. attributes in the diagram. In UML notation, the multiplicity is shown between [], such as: +newAttr [0..*] : int",Show multiplicity (clear by default).,Sets/Enforces 'Show multiplicity' to be false by default,"Show multiplicity, clear",src/argouml-app/src/org/argouml/notation/NotationSettings.java:134,constant-argument,concrete-value,CDS
argouml-0.35.4,UML-13,manual.html.txt,"In the Notations tab, you are able to set the following fields:
...
Show multiplicity (clear by default). If this is selected, then ArgoUML will show the multiplicity of e.g. attributes in the diagram. In UML notation, the multiplicity is shown between [], such as: +newAttr [0..*] : int","this is selected,",Checks that 'Show multiplicity' is enabled,"Show multiplicity, selected",src/argouml-app/src/org/argouml/notation/providers/uml/AttributeNotationUml.java:592,boolean-property,dual-value-comparison,CDS
argouml-0.35.4,UML-14,manual.html.txt,"In the Notations tab, you are able to set the following fields:
...
Show properties (clear by default). If this is selected, then ArgoUML will show various properties between braces {}. E.g. for an attribute, it may show: +newAttr : int { frozen }.",Show properties (clear by default).,Sets/Enforces the default value for 'Show properties' to false,"Show properties, clear",src/argouml-app/src/org/argouml/notation/NotationSettings.java:136,constant-argument,concrete-value,CDS
argouml-0.35.4,UML-15,manual.html.txt,"In the Notations tab, you are able to set the following fields:
...
Show properties (clear by default). If this is selected, then ArgoUML will show various properties between braces {}. E.g. for an attribute, it may show: +newAttr : int { frozen }.","this is selected,",Checks that 'Show properties' is enabled,"Show properties, selected",src/argouml-app/src/org/argouml/notation/providers/uml/AttributeNotationUml.java:614,boolean-property,dual-value-comparison,CDS
argouml-0.35.4,UML-16,manual.html.txt,"In the Notations tab, you are able to set the following fields:
...
Show types and parameters (set by default). When this checkbox is unmarked, attributes in classes are shown without type indication, and operations are shown without parameters",Show types and parameters (set by default).,Checks that 'Show types and parameters' is enabled,"Show types and parameters, set",src/argouml-app/src/org/argouml/notation/providers/uml/AttributeNotationUml.java:601,boolean-property,dual-value-comparison,CDS
argouml-0.35.4,UML-17,manual.html.txt,"In the Notations tab, you are able to set the following fields:
...
Default shadow width (set to 1 by default). ArgoUML is able to draw all elements on a dia-
gram with a shadow, for esthetical reasons. Use this setting to adjust the size of the shadow, used
when the modelelement is created. The details tab ""Presentation"" allows to set the shadow per
modelelement, after they are created, but ArgoUML V0.22 does not retain this latter change after
save and load.",Default shadow width (set to 1 by default).,Sets/Enforces the default value of 'Shadow width' to 1,"Default shadow width, 1","src/argouml-app/src/org/argouml/uml/diagram/DiagramSettings.java:223,224",constant-argument,concrete-value,CDS
argouml-0.35.4,UML-18,manual.html.txt,"Discriminator

Text box. The name of a discriminator for the specialization. UML 1.4 allows grouping of specializ-
ations into a number of sets, on the basis of this value.

The empty string “” is a valid entry (and the default) for this field.",(and the default) for this field.,Sets/Enforces the default value for 'Discriminator' to the empty string,"Discriminator,",src/argouml-app/src/org/argouml/uml/diagram/ui/FigGeneralization.java:174,assign-constant,concrete-value,CDS
argouml-0.35.4,UML-19,manual.html.txt,"Visibility
Radio box, with four entries public, private, protected, and package. Indicates whether the class is visible outside the namespace.","public, private, protected, and package.","Checks/Enforces value of visibility to be one of: public, private, protected, package","Visibility, public, private, protected, package",src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/model/GetterSetterManagerImpl.java:482-490,if-chain,categorical-value,CDS
argouml-0.35.4,UML-2,manual.html.txt,"The titlebar of the window shows the following 4 parts of information, separated from each other by a dash.
...
An asterisk (*). This item is only present if the current project file is “dirty”, i.e. it is altered, but not yet saved. In other words, if the asterisk is absent, then the current file has not been altered.","the current project file is “dirty”,",Checks/Enforces that asterisk only appears when project is modified but not saved,"project file, dirty",src/argouml-app/src/org/argouml/ui/ProjectBrowser.java:702,boolean-property,dual-value-comparison,CDS
argouml-0.35.4,UML-20,manual.html.txt,"Multiplicity
Editable drop down selector with checkmark. The default value (1) is that there is one instance of
this attribute for each instance of the class, i.e. it is a scalar. The drop down provides a number of
commonly used specifications for non-scalar attributes.",The default value (1),Sets/Enforces default 'Multiplicity' to be 1,"Multiplicity, 1",src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/ui/UMLMultiplicityPanel.java:318,constant-argument,concrete-value,CDS
argouml-0.35.4,UML-21,manual.html.txt,"Changeability
Radio box, with entries addOnly, changeable, and frozen.","addOnly, changeable, and frozen.","Checks/Enforces that changeability is one of addOnly, changeable, and frozen","Changeability, addOnly, changeable, frozen","src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/model/GetterSetterManagerImpl.java:708,710,713",if-chain,categorical-value,CDS
argouml-0.35.4,UML-22,manual.html.txt,"Visibility
Radio box, with four entries public, private, protected, and package. Indicates whether
the package is visible outside the package.","public, private, protected, and package","Checks/Enforces that the value of 'Visibility' is one of public, private, protected, package","visibility, public, private, protected, package",src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/model/GetterSetterManagerImpl.java:482-490,if-chain,categorical-value,CDS
argouml-0.35.4,UML-3,manual.html.txt,"If the model has been altered (as indicated by the ""*"" in the titlebar of ArgoUML's window), then activating the ""Import XMI..."" function is potentionally not the user's intention, since it will erase the changes. Hence a confirmation dialog appears to allow the user to save his work first, or cancel the operation completely.",the model has been altered,Checks that the model has been altered,"model, altered",src/argouml-app/src/org/argouml/ui/ProjectBrowser.java:1476,boolean-property,dual-value-comparison,CDS
argouml-0.35.4,UML-4,manual.html.txt,"The first of the two tabs is labeled General and is selected by button 1 click on its tab. It provides a
combo box for the language selection (in V0.18 of ArgoUML only Java can be chosen), and the follow-
ing selections:
...
Changed/new files only. If enabled (the default), only changed and new files are imported. If not all classes will be replaced.",enabled (the default),Sets/Enforces the default value for 'Changed/new files only' to enabled,"Changed/new files only, enabled",src/argouml-app/src/org/argouml/uml/reveng/Import.java:256,assign-constant,concrete-value,CDS
argouml-0.35.4,UML-5,manual.html.txt,"The first of the two tabs is labeled General and is selected by button 1 click on its tab. It provides a
combo box for the language selection (in V0.18 of ArgoUML only Java can be chosen), and the follow-
ing selections:
...
Create diagrams from imported code. If you unselect this, then no diagrams are created, i.e. all data will only be visible in the explorer.","Create diagrams from imported code. If you unselect this,",Checks that 'create diagrams from existing code' is enabled,"Create diagrams from imported code, unselect",src/argouml-app/src/org/argouml/uml/reveng/ImportCommon.java:573,boolean-property,dual-value-comparison,CDS
argouml-0.35.4,UML-6,manual.html.txt,"The first of the two tabs is labeled General and is selected by button 1 click on its tab. It provides a
combo box for the language selection (in V0.18 of ArgoUML only Java can be chosen), and the follow-
ing selections:
...
Minimise Class icons in diagrams. If enabled, then the attributes and operations compartiments will not be shown in the classes on the generated class diagrams. Note: This item is checked by default, and is overseen by many users, which are then surprised by the result.","Minimise Class icons in diagrams. If enabled,",Checks that 'Minimize Class icons in diagrams' is enabled,"Minimise Class icons in diagrams, enabled",src/argouml-app/src/org/argouml/uml/reveng/DiagramInterface.java:324,boolean-property,dual-value-comparison,CDS
argouml-0.35.4,UML-7,manual.html.txt,"The first of the two tabs is labeled General and is selected by button 1 click on its tab. It provides a
combo box for the language selection (in V0.18 of ArgoUML only Java can be chosen), and the follow-
ing selections:
...
Minimise Class icons in diagrams. If enabled, then the attributes and operations compartiments will not be shown in the classes on the generated class diagrams. Note: This item is checked by default, and is overseen by many users, which are then surprised by the result.","This item is checked by default,",Sets/Enforces the default value for 'Minimise Class icons in diagrams' to true,"Minimise Class icons in diagrams, checked",src/argouml-app/src/org/argouml/uml/reveng/Import.java:258,assign-constant,concrete-value,CDS
argouml-0.35.4,UML-8,manual.html.txt,"The Project Description field may contain any text that you need to describe the project. By default it
is empty.",By default it is empty.,Sets/Enforces the default value for 'Project description' as empty,"Project Description, empty",src/argouml-app/src/org/argouml/kernel/ProjectImpl.java:210,assign-constant,concrete-value,CDS
argouml-0.35.4,UML-9,manual.html.txt,"In the Notations tab, you are able to set the following fields:
...
Use guillemots (« ») for stereotypes (clear by default). By default ArgoUML uses pairs of less than and greater than (<< >>) characters for stereotypes. If this box is checked stereotypes on diagrams are shown between true guillemots (« »)",(clear by default).,Sets/Enforces the default value for 'Use guillemots' to false,"Use guillemots (« ») for stereotypes, clear",src/argouml-app/src/org/argouml/notation/NotationSettings.java:140,constant-argument,concrete-value,CDS
